Orden;Clase de orden;Ubicac.técnica;Fe.inic.extrema;Texto breve;Status usuario;Status sistema;Cl.actividad PM;Cst.tot.reales;Ce.emplazam.;Fe.inicio real;Fecha fin real;Plan mant.prev.;Pos.mantenim.;;
10033699;PM01;COL-P1-EDIL;09/10/2021;Reparar manguera sanitaria;EJEC CREA;LIB. KKMP NLIQ PREC;1;0,00;CEGS;;;0;0;;
10033700;PM01;COL-PC-FLEX-HP3110A;09/10/2021;Fuga de producto por tolva de producto;EJEC CREA;LIB. KKMP NLIQ PREC;1;0,00;CEGS;;;0;0;;
10033701;PM01;COL-PC-FLEX-HP3110B;09/10/2021;Reemplazar tonillos de la tolva;EJEC CREA;LIB. KKMP NLIQ PREC;1;0,00;CEGS;;;0;0;;
10033702;PM01;COL-PC-FLEX-Z3111A;09/10/2021;Revision y programacion de circuitoses;EJEC CREA;LIB. MACO MOVM NLIQ PREC;1;0,02;CEGS;;;0;0;;
10033703;PM01;COL-SV-ELAB-LB9902;09/10/2021;Calibrar crioscopio;EJEC CREA;LIB. KKMP NLIQ PREC;1;0,00;CEGS;;;0;0;;
10033704;PM01;COL-SV-ELAB-LB9911;09/10/2021;Capsulas para humedad;EJEC CREA;LIB. KKMP NLIQ PREC;1;0,00;CEGS;;;0;0;;
10033645;PM02;DAL-QP-EMPA-CY1350A;08/10/2021;Mant. transportador de entrada Agrupador;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150240;2043;;
10033661;PM01;PAR-MS-EMPA-FL1310B;08/10/2021;AL006 sobre carga picos #2 y #5;EJEC;CTEC NOTI KKMP NLIQ PREC;1;3.564,66;CEPF;01/10/2021;01/10/2021;0;0;;
10033662;PM01;PAR-MS-EMPA-FL1310B;08/10/2021;RODAMIENTOS TRABADOS DEBOBINADOR;EJEC;CTEC NOTI EDET FMAT MOVM NLIQ PREC;1;528,86;CEPF;15/10/2021;15/10/2021;0;0;;
10033664;PM02;DAL-LD-STER-HG4100A;08/10/2021;Mantenimiento a homogeneizador A (UHT);ESPR;LIB. EDET FMAT NLIQ PREC;1;0,00;CEGD;;;150401;2333;;
10033666;PM02;DAL-AX-EPOR-CD8005;08/10/2021;Mantenimiento a codificadora portátil;PNEJ;CTEC KKMP NLIQ PREC;1;0,00;CEGD;;;150495;2450;;
10033671;PM02;DAL-SV-ACOM-K9300A;08/10/2021;Mantenimiento compresor de aire K-9300A;ESPR;LIB. FCAP MACO NLIQ PREC;1;0,00;CEGD;;;150380;2301;;
10033672;PM02;DAL-SV-ACOM-K9300B;08/10/2021;Mantenimiento compresor de aire K-9300B;ESPR;LIB. FCAP MACO NLIQ PREC;1;0,00;CEGD;;;150381;2302;;
10033675;PM02;DAL-LD-ENVA-FL4200A;08/10/2021;Mantenimiento a llenadora A UHT HR;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150443;2384;;
10033676;PM02;DAL-SV-ELEC-GM9601;08/10/2021;Mantenimiento preventivo motor GM9601;ESPR;LIB. EDET FMAT NLIQ PREC;1;0,00;CEGD;;;150285;2109;;
10033685;PM02;DAL-SV-ELEC-GM9600;08/10/2021;Mantenimiento preventivo motor GM9600;ESPR;LIB. EDET FCAP MACO NLIQ PREC;1;0,00;CEGD;;;150284;2108;;
10033622;PM02;DAL-QP-PPRE-HG1160A;07/10/2021;Mantenimiento Homogeneizador HG1160A;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150440;2381;;
10033711;PM01;DAL-SV-SREF-BLM9410A2;07/10/2021;Reemplazar Rodam.motor vent.B cond.A;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;452,88;CEGD;22/10/2021;22/10/2021;0;0;;
10033143;PM01;COL-SV-STAP-P9510;06/10/2021;Instalacion de bomba de filtro de agua;EJEC CREA;LIB. EDET MACO MOVM NLIQ PREC;1;373,64;CEGS;;;0;0;;
10033588;PM02;DAL-SV-SREF-K9400A;06/10/2021;Cambio de aceite a compresor K9400A;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150262;2063;;
10033613;PM02;DAL-SV-ELEC;06/10/2021;Inspección a tableros sistema eléctrico;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150395;2329;;
10033621;PM02;DAL-SV-SGAS;06/10/2021;Inspección a tableros sistema gasoil;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150390;2321;;
10033625;PM02;DAL-SV-SREF;06/10/2021;Inspección válvulas reg. amoníaco +5/-5;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150310;2143;;
10033644;PM02;DAL-QP-ENVA-TP1220;06/10/2021;Limpieza e inspección a tapadora TP-1220;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150158;1800;;
10033077;PM01;COL-SV-ACOM-K9300B;05/10/2021;Reeplazar estoperas de motor;EMAT CREA;LIB. EDET FMAT MOVM NLIQ PREC;1;8.623,52;CEGS;;;0;0;;
10033612;PM02;DAL-SV-SVAP;05/10/2021;Inspección a bombas rotatorias SVAP;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150470;1987;;
10033620;PM02;DAL-SV-ACOM;05/10/2021;Limpieza a compresores de aire K-9300A/B;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150382;2303;;
10033623;PM02;DAL-QN-RALM-M2140;05/10/2021;Inspección a máquina clarificadora;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150251;1988;;
10033624;PM02;DAL-QN-PAST-M2320;05/10/2021;Inspección a máquina descremadora;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150251;1989;;
10033636;PM01;DAL-SV-STAP;05/10/2021;REEMPLAZAR MANOMETRO EN TABLERO OSMOSIS;EJEC;CTEC NOTI MOVM NLIQ PREC;1;154,84;CEGD;05/10/2021;05/10/2021;0;0;;
10033265;PM02;COL-P1-RALM-AM1130A;04/10/2021;Mant. Motor eléctrico AM-1130A (Silo 1);PROG CREA;LIB. IMPR EDET KKMP NLIQ PREC;1;0,00;CEGS;;;150169;1826;;
10033611;PM02;DAL-LD-STER-NV4110A6;04/10/2021;Mantenimiento válvula reguladora (V6);ESPR;LIB. IMPR KKMP NLIQ PREC;1;0,00;CEGD;;;150456;2409;;
10033614;PM02;DAL-QN-COAG;04/10/2021;Insp. PLC (Tab.Aux.6,7-Tina Coag. A,B);ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150509;2005;;
10033615;PM02;DAL-QN-COAG;04/10/2021;Insp. PLC (Tina coag. C,D-Torres forma.);ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150509;2006;;
10033616;PM02;DAL-OP-QANA-PLC3201;04/10/2021;Insp. a PLC fundidoras quesos análogos;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150509;2009;;
10033617;PM02;DAL-SV-LIMP-PLC9701;04/10/2021;Inspección a PLC sistema CIP;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150509;2010;;
10033618;PM02;DAL-QP-ENVA-PLC1201;04/10/2021;Inspección a PLC llenadora vasos FL1210A;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150509;2011;;
10033619;PM02;DAL-QP-EMPA;04/10/2021;Insp. PLC (Colocad.-Agrupad.-Envolved.);ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150509;2012;;
10033772;PM02;COL-P1-SECA;04/10/2021;Lubr área Evaporación / Secado P1;CREA;ABIE EDET KKMP PREC;1;0,00;CEGS;;;150195;1860;;
10033626;PM02;DAL-SV-SREF;03/10/2021;Inspección a motor de compresores;ESPR;LIB. FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150313;2158;;
10033627;PM02;DAL-SV-SREF;03/10/2021;Insp. motores bombas de aceite comp. NH3;ESPR;LIB. FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150313;2159;;
10033628;PM02;DAL-SV-SREF;03/10/2021;Insp. separadores-vessels de compresores;ESPR;LIB. FCAP KKMP NLIQ PREC;3;0,00;CEGD;;;150313;2160;;
10029909;PM02;COL-P1-RALM-AM1130B;02/10/2021;Mant. Motor eléctrico AM-11302 (Silo B);PROG CREA;LIB. IMPR EDET KKMP NLIQ PREC;1;0,00;CEGS;;;150170;1827;;
10031326;PM02;COL-P1-RALM-A1130B;02/10/2021;Mant. reductor agitador A-1130B (Silo 2);PROG CREA;LIB. IMPR EDET KKMP NLIQ PREC;1;0,00;CEGS;;;150176;1833;;
10031349;PM02;COL-P1-SECA-Z1431;02/10/2021;Mantenimiento a Motovibrador Z1431;EMAT CREA;LIB. IMPR EDET KKMP NLIQ PREC;1;0,00;CEGS;;;150336;2207;;
10033632;PM01;DAL-SV-ACOM-K9300A;01/10/2021;Revisar Func.compresor de Aire A;EJEC;LIB. MACO MOVM NLIQ PREC;1;0,01;CEGD;;;0;0;;
10033714;PM01;DAL-QP-PPRE-HG1160A;01/10/2021;Reemplazar Empaques Homogenizador QP;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;1.669,86;CEGD;01/10/2021;01/10/2021;0;0;;
10033595;PM02;DAL-LD-STER;30/09/2021;Mantenimiento área esterilización;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;128,12;CEGD;30/09/2021;30/09/2021;150457;2410;;
10033596;PM02;DAL-LD-ENVA-FL4200A;30/09/2021;Mantenimiento a llenadora A (UHT);EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;256,26;CEGD;29/09/2021;29/09/2021;150403;2335;;
10033597;PM02;DAL-QP-EMPA-ET1340;30/09/2021;Mantenimiento a Colocadora ET-1340;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150314;2161;;
10033656;PM01;DAL-QP-ENVA-TP1220;30/09/2021;Remmplazo de Rodam.Polea Tapadora;EJEC;CTEC NOTI NLIQ PREC;1;256,26;CEGD;30/09/2021;30/09/2021;0;0;;
10033657;PM01;DAL-QP-ENVA-TP1220;30/09/2021;Reemplazar Rod.en Polea Tapadora;EJEC;CTEC NOTI KKMP NLIQ PREC;1;64,07;CEGD;30/09/2021;30/09/2021;0;0;;
10033708;PM01;DAL-QP-PPRE-FD1150B;30/09/2021;Colocar Cabulina y Reemplazar Racor;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;284,40;CEGD;05/10/2021;05/10/2021;0;0;;
10033713;PM01;DAL-LD-ENVA-FL4200A;30/09/2021;Soldar y fijar Resistencia sellado;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;209,30;CEGD;08/10/2021;08/10/2021;0;0;;
10033572;PM02;PAR-SV-SREF-UMA9401;29/09/2021;Mantenimiento UMA 30 TON;EJEC;CTEC NOTI KKMP NLIQ PREC;1;297,06;CEPF;14/10/2021;14/10/2021;150452;2403;;
10033577;PM02;DAL-LD-STER;29/09/2021;Insp. conjuntos motor-bomba E4110A UHT;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;38,44;CEGD;29/09/2021;29/09/2021;150429;2370;;
10033578;PM02;DAL-LD-ENVA;29/09/2021;Inspección motores transportadores UHT;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;25,63;CEGD;28/09/2021;28/09/2021;150429;2371;;
10033579;PM02;DAL-LD-ENVA;29/09/2021;Insp. conjuntos motor-extractor UHT;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;64,07;CEGD;29/09/2021;29/09/2021;150429;2481;;
10033580;PM02;DAL-LD-ENVA;29/09/2021;Insp. bomba de peroxido UHT;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;64,07;CEGD;27/09/2021;27/09/2021;150429;2482;;
10033650;PM01;COL-AX-EDIF-ED8010;29/09/2021;Iluminacion y soportes de produccion;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;282,37;CEGS;29/09/2021;29/09/2021;0;0;;
10033653;PM01;PAR-MS-EMPA-FL1310B;29/09/2021;FALLA DE ALIMENTACION DE TOLVA;EJEC;CTEC NOTI KKMP NLIQ PREC;1;594,11;CEPF;18/10/2021;18/10/2021;0;0;;
10033654;PM01;COL-PC-FLEX-Z3120B;29/09/2021;Reparacion de puente R.B.;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;75,72;CEGS;29/09/2021;29/09/2021;0;0;;
10033655;PM01;COL-P1-SECA-Z1450;29/09/2021;Reemplazar cinta termi selladora de saco;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;59,20;CEGS;29/09/2021;29/09/2021;0;0;;
10031276;PM01;PAR-SV-SREF-UMA9402;28/09/2021;PRESENCIA DE CORROSION EN ESTRUCTURA;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;2.787,05;CEPF;29/09/2021;15/10/2021;0;0;;
10032049;PM02;DAL-QP-EMPA-Z1300;28/09/2021;Mantenimiento a túnel de enfriamiento;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;640,64;CEGD;28/09/2021;28/09/2021;150441;2382;;
10033325;PM02;COL-P1-EVAP-HG1370;28/09/2021;Lubricación homogeneizador P1 (HG-1370);EJEC CREA;CTEC NOTI IMPP MOVM NLIQ PREC;1;775,16;CEGS;28/09/2021;28/09/2021;150361;2263;;
10033326;PM02;COL-SV-ACOM;28/09/2021;Insp Compresor de Aire N°1/N°2;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;1;85,80;CEGS;28/09/2021;28/09/2021;150159;1801;;
10033327;PM02;COL-P1-RALM;28/09/2021;Insp. Bombas Recepcion;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;3;57,21;CEGS;28/09/2021;28/09/2021;150164;1816;;
10033329;PM02;COL-P1-EVAP;28/09/2021;Inspección bombas/motores Evapordador P1;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;3;143,01;CEGS;28/09/2021;28/09/2021;150210;1884;;
10033330;PM02;COL-SV-STAP;28/09/2021;Inspección motores Sist. Agua Potable;EJEC CREA;CTEC NOTI IMPP MACO MOVM NLIQ PREC;3;403,11;CEGS;28/09/2021;28/09/2021;150232;1914;;
10033334;PM02;COL-SV-SREF;28/09/2021;Insp. Sist. Condensación evaporativa;EJEC CREA;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;228,82;CEGS;10/09/2021;10/09/2021;150247;1981;;
10033582;PM02;DAL-SV-LIMP;28/09/2021;Inspección a válvulas LIMP-CIP (01-10);ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150472;2427;;
10033637;PM01;DAL-QP-ENVA-TP1220;28/09/2021;Reemplazo de Correas en Tapadora;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;883,09;CEGD;28/09/2021;28/09/2021;0;0;;
10033638;PM01;DAL-QP-ENVA-CY1210A2;28/09/2021;Ajuste de transferencia Transp.llenadora;EJEC;LIB. MACO MOVM NLIQ PREC;1;0,00;CEGD;;;0;0;;
10033641;PM01;DAL-QN-COAG-PK2460;28/09/2021;Revisar Func.Empac.Vacio Coag.;EJEC;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10033646;PM01;COL-SV-ELEC-GM9600;28/09/2021;Cambio de aceite del deposito;EJEC CREA;LIB. NOTP MACO MOVM NLIQ PREC;1;2.388,08;CEGS;28/09/2021;;0;0;;
10033648;PM01;COL-SV-ELAB-LB9931;28/09/2021;Calibrar destilador;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;29,60;CEGS;28/09/2021;28/09/2021;0;0;;
10033649;PM01;COL-AX-EDIF-ED8005;28/09/2021;Soldar porton posterior;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;53,40;CEGS;28/09/2021;28/09/2021;0;0;;
10033737;PM02;COL-SV-ELAB;28/09/2021;Inspección equipos de Laboratorio 1;CREA;ABIE KKMP PREC;1;0,00;CEGS;;;150151;1762;;
10033740;PM02;COL-SV-ELAB;28/09/2021;Inspección equipos de laboratorio 2;CREA;ABIE KKMP PREC;3;0,00;CEGS;;;150151;1763;;
10033152;PM01;COL-SV-ELEC-G9600;27/09/2021;Chequear y verificar generador cummins;ESPS CREA;CTEC MOVM NLIQ PREC;1;7.522,94;CEGS;;;0;0;;
10033328;PM02;COL-SV-SGAS-P9200;27/09/2021;Inspección bomba gasoil P-9200;EJEC CREA;CTEC NOTI IMPR KKMP NLIQ PREC;3;85,80;CEGS;27/09/2021;27/09/2021;150203;1877;;
10033332;PM02;COL-SV-STAP;27/09/2021;Inspección bombas Sistema Auga Potable;EJEC CREA;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;57,21;CEGS;08/09/2021;08/09/2021;150220;1896;;
10033585;PM02;DAL-SV-STAP;27/09/2021;Inspección a motores eléctricos 24;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150254;2013;;
10033586;PM02;DAL-SV-LIMP;27/09/2021;Inspección a motores eléctricos 25;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150254;2014;;
10033587;PM02;DAL-SV-LIMP;27/09/2021;Inspección a motores eléctricos 26;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150254;2015;;
10033633;PM01;COL-AX-AUTO;27/09/2021;Reemplazar bateria de montacargas #3;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;311,88;CEGS;27/09/2021;27/09/2021;0;0;;
10033635;PM01;DAL-OP-QANA-X3230A;27/09/2021;Reparar Cadena Elevador Fund.1500LB;EJEC;CTEC NOTI KKMP NLIQ PREC;1;384,38;CEGD;27/09/2021;27/09/2021;0;0;;
10033639;PM01;DAL-QN-EMPA-PK2510;27/09/2021;Ajustar Func.empacadora vacio;EJEC;CTEC NOTI KKMP NLIQ PREC;1;192,19;CEGD;29/09/2021;29/09/2021;0;0;;
10033647;PM01;COL-PC-FLEX-Z3111A;27/09/2021;Calibrar balanza Garvens F.A.;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;29,60;CEGS;27/09/2021;27/09/2021;0;0;;
10031981;PM02;DAL-QP-ENVA;26/09/2021;Insp motores eléctr. Envasado 1;EJEC;CTEC NOTI FCAP IMPP MACO MOVM NLIQ PREC;3;576,66;CEGD;26/09/2021;27/09/2021;150156;1792;;
10033570;PM02;PAR-SV-ELEC;26/09/2021;Inspección a transformadores de potencia;EJEC;CTEC NOTI KKMP NLIQ PREC;3;247,17;CEPF;27/09/2021;27/09/2021;150503;2456;;
10033573;PM02;PAR-SV-SREF-UMA9404;26/09/2021;Mantenimiento a UMA 3 TON;EJEC;CTEC NOTI KKMP NLIQ PREC;1;297,06;CEPF;14/10/2021;14/10/2021;150502;2455;;
10033583;PM02;DAL-QP-PPRE;26/09/2021;Mtto a reductores y chumaceras PPRE;ESPR;LIB. FCAP KKMP NLIQ PREC;1;0,00;CEGD;;;150152;1766;;
10033634;PM01;COL-MQ-MENV-Z5130;26/09/2021;Reeplazar correas de transmision batidor;EJEC CREA;CTEC NOTI MOVM NLIQ PREC;1;85,80;CEGS;26/09/2021;26/09/2021;0;0;;
10033640;PM01;DAL-SV-SVAP-B9100C;26/09/2021;Reparar/Cambia McDonnel caldera 400BHP;EJEC ESPS;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10032180;PM02;DAL-QP-ENVA-CY1210A2;25/09/2021;Mant. prev. transporte CY-1210A2;EJEC;CTEC NOTI IMPP MACO MOVM NLIQ PREC;1;532,56;CEGD;25/09/2021;25/09/2021;150259;2032;;
10033391;PM02;DAL-OP-QANA;25/09/2021;Inspección a sistema de hilado;ESPR;LIB. EDET KKMP NLIQ PREC;3;0,00;CEGD;;;150402;2334;;
10033392;PM02;DAL-QP-ENVA-TP1220;25/09/2021;Limpieza e inspección a tapadora TP-1220;PNEJ;CTEC EDET KKMP NLIQ PREC;1;0,00;CEGD;;;150158;1800;;
10033403;PM02;DAL-QP-PPRE;25/09/2021;Inspección a fundidoras;ESPR;LIB. EDET KKMP NLIQ PREC;3;0,00;CEGD;;;150244;1963;;
10033404;PM02;DAL-QP-PPRE;25/09/2021;Inspección Conjunto Motor-Extractor;ESPR;LIB. EDET KKMP NLIQ PREC;1;0,00;CEGD;;;150244;2405;;
10033576;PM02;DAL-LD-STER-HG4100A;25/09/2021;Mantenimiento a homogeneizador UHT;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;3;64,07;CEGD;23/09/2021;23/09/2021;150400;2332;;
10033629;PM01;COL-PC-FLEX-Z3111A;25/09/2021;Calibrar balanza Garvens.;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;59,20;CEGS;25/09/2021;25/09/2021;0;0;;
10033630;PM01;COL-PC-FLEX-Z3120A;25/09/2021;Revision de PLC embaladora;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;59,20;CEGS;25/09/2021;25/09/2021;0;0;;
10033631;PM01;COL-PC-FLEX-CY3120A1;25/09/2021;Ajuste de cadena reparacion de tensor;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;73,73;CEGS;25/09/2021;25/09/2021;0;0;;
10033774;PM02;COL-SV-SGAS-T9210A;25/09/2021;Mant. Tanque de Gasoil T-9210;CREA;ABIE KKMP NLIQ PREC;1;0,00;CEGS;;;150205;1879;;
10033775;PM02;COL-SV-SGAS-T9210B;25/09/2021;Mant. Tanque de Gasoil T-9210B;CREA;ABIE KKMP NLIQ PREC;1;0,00;CEGS;;;150207;1881;;
10033393;PM02;DAL-SV-SREF;24/09/2021;Inspección a bombas centrífugas 14;ESPR;LIB. EDET KKMP NLIQ PREC;3;0,00;CEGD;;;150222;1898;;
10033394;PM02;DAL-QN-COAG;24/09/2021;Inspección a válvulas neumáticas 11;ESPR;LIB. EDET KKMP NLIQ PREC;3;0,00;CEGD;;;150222;1901;;
10033395;PM02;DAL-QN-COAG;24/09/2021;Inspección a válvulas neumáticas 12;ESPR;LIB. EDET KKMP NLIQ PREC;3;0,00;CEGD;;;150222;1902;;
10033571;PM02;PAR-SV-SREF-UMA9403;24/09/2021;Mantenimiento a UMA 3 TON;EJEC;CTEC NOTI KKMP NLIQ PREC;1;297,06;CEPF;14/10/2021;14/10/2021;150501;2454;;
10033581;PM02;DAL-OP-QANA;24/09/2021;Inspección a sistema de hilado;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150402;2334;;
10033589;PM02;DAL-QP-PPRE;24/09/2021;Inspección a fundidoras;ESPR;LIB. KKMP NLIQ PREC;3;0,00;CEGD;;;150244;1963;;
10033590;PM02;DAL-QP-PPRE;24/09/2021;Inspección Conjunto Motor-Extractor;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150244;2405;;
10033608;PM01;DAL-QP-EMPA-ET1340;24/09/2021;Reemplazo de Cuchillas en Colocadora;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;85,98;CEGD;24/09/2021;24/09/2021;0;0;;
10033610;PM01;COL-PC-FLEX-Z3111A;24/09/2021;Calibración de la balanza Garvens.;EJEC CREA;CTEC NOTI KKMP NLIQ PREC;1;59,20;CEGS;24/09/2021;24/09/2021;0;0;;
10033642;PM01;DAL-QN-MEZC-P2220A;24/09/2021;Revisar Func.Bomba Pre-Mazclado P2220A;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10033287;PM02;COL-P1-SECA;23/09/2021;Lubr área Evaporación / Secado P1;EJEC CREA;CTEC NOTI EDET IMPP NLIQ PREC;1;228,82;CEGS;23/09/2021;23/09/2021;150195;1860;;
10033381;PM02;DAL-SV-SVAP-B9100C;23/09/2021;Mantenimeinto a caldera B-9100C;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;1;128,12;CEGD;20/09/2021;20/09/2021;150411;2342;;
10033396;PM02;DAL-SV-SREF;23/09/2021;Inspección separadores agua helada;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;64,07;CEGD;30/09/2021;30/09/2021;150311;2148;;
10033397;PM02;DAL-SV-SREF;23/09/2021;Inspección banco de hielo;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;256,26;CEGD;29/09/2021;29/09/2021;150311;2149;;
10033398;PM02;DAL-SV-SREF;23/09/2021;Inspección Pre-Chiller;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;64,07;CEGD;30/09/2021;30/09/2021;150311;2150;;
10033399;PM02;DAL-SV-SREF;23/09/2021;Inspección motor-bomba agua helada;ESPR;LIB. EDET KKMP NLIQ PREC;3;0,00;CEGD;;;150311;2151;;
10033400;PM02;DAL-SV-SREF;23/09/2021;Inspección tablero banco de hielo;EJEC;CTEC NOTI IMPR EDET KKMP NLIQ PREC;3;128,12;CEGD;29/09/2021;29/09/2021;150311;2152;;
10033491;PM02;DAL-SV-SREF-K9400B;23/09/2021;Cambio de aceite a compresor K9400B;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150261;2062;;
10033492;PM02;DAL-SV-SREF-K9400C;23/09/2021;Cambio de aceite a compresor K9400C;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;150263;2064;;
10033566;PM02;PAR-MS-PREP;23/09/2021;Inspección motores eléctricos PREP;EJEC;CTEC NOTI KKMP NLIQ PREC;3;297,06;CEPF;08/10/2021;08/10/2021;150455;2407;;
10033567;PM02;PAR-MS-MEZC;23/09/2021;Inspección motores eléctricos MEZC;EJEC;CTEC NOTI KKMP NLIQ PREC;3;297,06;CEPF;08/10/2021;08/10/2021;150455;2408;;
10033569;PM02;PAR-MS-PREP-NV1110A;23/09/2021;Mant. a válvula de generador de vacío A;EJEC;CTEC NOTI EDET KKMP NLIQ PREC;1;0,00;CEPF;15/10/2021;15/10/2021;150530;2483;;
10033606;PM01;COL-P1-EVAP-BL1310B1;23/09/2021;Reemplazar correas de ventilador;EJEC CREA;CTEC NOTI NLIQ PREC;1;110,59;CEGS;23/09/2021;23/09/2021;0;0;;
10033609;PM01;DAL-SV-LIMP-PLC9701;23/09/2021;Ajustar Programa CIP en el PLC;EJEC;CTEC NOTI KKMP NLIQ PREC;1;256,26;CEGD;23/09/2021;23/09/2021;0;0;;
10033385;PM02;DAL-SV-SVAP-B9100A;22/09/2021;Mantenimeinto a caldera;EJEC;CTEC NOTI IMPR EDET FCAP KKMP NLIQ PREC;1;128,12;CEGD;21/09/2021;21/09/2021;150398;2330;;
10033506;PM02;DAL-SV-SVAP-B9100C;22/09/2021;Mantenimeinto a caldera B-9100C;EJEC;CTEC NOTI IMPR KKMP NLIQ PREC;1;128,12;CEGD;29/09/2021;29/09/2021;150411;2342;;
10033568;PM02;PAR-MS-EMPA-FL1310A;22/09/2021;Mant. a llenadora A 10/30gr (sachet);PNEJ;CTEC KKMP NLIQ PREC;1;0,00;CEPF;;;150527;2471;;
10033574;PM01;PAR-MS-PREP-TM1100;22/09/2021;SELLO DETERIORADO MIC DV;EMAT;LIB. KKMP NLIQ PREC;1;0,00;CEPF;;;0;0;;
10033584;PM02;DAL-QP-ENVA-TP1220;22/09/2021;Limpieza e inspección a tapadora TP-1220;EJEC;CTEC NOTI KKMP NLIQ PREC;1;256,26;CEGD;28/09/2021;28/09/2021;150158;1800;;
10033591;PM01;DAL-SV-SREF-AA9401A;22/09/2021;Reeparar sistema optico de compuerta.;ESPS;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
10033601;PM01;DAL-QP-ENVA-FL1210A;22/09/2021;Ajuste de Tiempo en llenadora;EJEC;CTEC NOTI MACO MOVM NLIQ PREC;1;901,30;CEGD;22/09/2021;22/09/2021;0;0;;
10033602;PM01;DAL-SV-ELEC-GM9600;22/09/2021;Reparar componentes de motor del generad;ESPR;LIB. KKMP NLIQ PREC;1;0,00;CEGD;;;0;0;;
